ElapsedTime,RobotID,Team,Vx_Command,Vy_Command,Angular_Command,Pos_X,Pos_Y,Orientation,Vx_Actual,Vy_Actual
0.500,0,1,0,0,0,0,0,0,0,0
0.500,1,1,0,0,0,0,0,0,0,0
0.500,2,1,0,0,0,0,0,0,0,0
0.500,3,1,0,0,0,0,0,0,0,0
0.500,4,1,0,0,0,0,0,0,0,0
0.500,5,1,0,0,0,0,0,0,0,0
0.516,0,0,1.39231,0,0,-0.363602,-0.322623,2.93583,-1.08396,-0.324468
0.516,1,0,0,0,0,0,0,0,0,0
0.516,2,0,0,0,0,0,0,0,0,0
0.516,3,0,0,0,0,0,0,0,0,0
0.516,4,0,0,0,0,0,0,0,0,0
0.516,5,0,0,0,0,0,0,0,0,0
0.516,0,1,0,0,0,0,0,0,0,0
0.516,1,1,0,0,0,0,0,0,0,0
0.516,2,1,0,0,0,0,0,0,0,0
0.516,3,1,0,0,0,0,0,0,0,0
0.516,4,1,0,0,0,0,0,0,0,0
0.516,5,1,0,0,0,0,0,0,0,0
0.532,0,0,1.39231,0,0,-0.381699,-0.326472,2.91108,-1.09536,-0.304166
0.532,1,0,0,0,0,0,0,0,0,0
0.532,2,0,0,0,0,0,0,0,0,0
0.532,3,0,0,0,0,0,0,0,0,0
0.532,4,0,0,0,0,0,0,0,0,0
0.532,5,0,0,0,0,0,0,0,0,0
0.532,0,1,0,0,0,0,0,0,0,0
0.532,1,1,0,0,0,0,0,0,0,0
0.532,2,1,0,0,0,0,0,0,0,0
0.532,3,1,0,0,0,0,0,0,0,0
0.532,4,1,0,0,0,0,0,0,0,0
0.532,5,1,0,0,0,0,0,0,0,0
0.547,0,0,1.39231,0,0,-0.400472,-0.330765,2.88982,-1.11423,-0.295476
0.547,1,0,0,0,0,0,0,0,0,0
0.547,2,0,0,0,0,0,0,0,0,0
0.547,3,0,0,0,0,0,0,0,0,0
0.547,4,0,0,0,0,0,0,0,0,0
0.547,5,0,0,0,0,0,0,0,0,0
0.547,0,1,0,0,0,0,0,0,0,0
0.547,1,1,0,0,0,0,0,0,0,0
0.547,2,1,0,0,0,0,0,0,0,0
0.547,3,1,0,0,0,0,0,0,0,0
0.547,4,1,0,0,0,0,0,0,0,0
0.547,5,1,0,0,0,0,0,0,0,0
0.563,0,0,1.39231,0,0,-0.419951,-0.335733,2.86743,-1.13921,-0.299123
0.563,1,0,0,0,0,0,0,0,0,0
0.563,2,0,0,0,0,0,0,0,0,0
0.563,3,0,0,0,0,0,0,0,0,0
0.563,4,0,0,0,0,0,0,0,0,0
0.563,5,0,0,0,0,0,0,0,0,0
0.563,0,1,0,0,0,0,0,0,0,0
0.563,1,1,0,0,0,0,0,0,0,0
0.563,2,1,0,0,0,0,0,0,0,0
0.563,3,1,0,0,0,0,0,0,0,0
0.563,4,1,0,0,0,0,0,0,0,0
0.563,5,1,0,0,0,0,0,0,0,0
0.580,0,0,1.39231,0,0,-0.439415,-0.339977,2.84893,-1.15792,-0.290918
0.580,1,0,0,0,0,0,0,0,0,0
0.580,2,0,0,0,0,0,0,0,0,0
0.580,3,0,0,0,0,0,0,0,0,0
0.580,4,0,0,0,0,0,0,0,0,0
0.580,5,0,0,0,0,0,0,0,0,0
0.580,0,1,0,0,0,0,0,0,0,0
0.580,1,1,0,0,0,0,0,0,0,0
0.580,2,1,0,0,0,0,0,0,0,0
0.580,3,1,0,0,0,0,0,0,0,0
0.580,4,1,0,0,0,0,0,0,0,0
0.580,5,1,0,0,0,0,0,0,0,0
0.596,0,0,1.39231,0,0,-0.45896,-0.343787,2.83012,-1.17332,-0.278149
0.596,1,0,0,0,0,0,0,0,0,0
0.596,2,0,0,0,0,0,0,0,0,0
0.596,3,0,0,0,0,0,0,0,0,0
0.596,4,0,0,0,0,0,0,0,0,0
0.596,5,0,0,0,0,0,0,0,0,0
0.596,0,1,0,0,0,0,0,0,0,0
0.596,1,1,0,0,0,0,0,0,0,0
0.596,2,1,0,0,0,0,0,0,0,0
0.596,3,1,0,0,0,0,0,0,0,0
